Short_Name,Full_Name
B25107m2,Median value -- Built 2010 or later:   Owner-occupied housing units -- (Margin of Error)
B25107e3,Median value -- Built 2000 to 2009:   Owner-occupied housing units -- (Estimate)
B25107m3,Median value -- Built 2000 to 2009:   Owner-occupied housing units -- (Margin of Error)
B25107e4,Median value -- Built 1990 to 1999:   Owner-occupied housing units -- (Estimate)
B25107m4,Median value -- Built 1990 to 1999:   Owner-occupied housing units -- (Margin of Error)
B25107e5,Median value -- Built 1980 to 1989:   Owner-occupied housing units -- (Estimate)
B25107m5,Median value -- Built 1980 to 1989:   Owner-occupied housing units -- (Margin of Error)
B25107e6,Median value -- Built 1970 to 1979:   Owner-occupied housing units -- (Estimate)
B25107m6,Median value -- Built 1970 to 1979:   Owner-occupied housing units -- (Margin of Error)
B25107e7,Median value -- Built 1960 to 1969:   Owner-occupied housing units -- (Estimate)
B25107m7,Median value -- Built 1960 to 1969:   Owner-occupied housing units -- (Margin of Error)
B25107e8,Median value -- Built 1950 to 1959:   Owner-occupied housing units -- (Estimate)
B25107m8,Median value -- Built 1950 to 1959:   Owner-occupied housing units -- (Margin of Error)
B25107e9,Median value -- Built 1940 to 1949:   Owner-occupied housing units -- (Estimate)
B25107m9,Median value -- Built 1940 to 1949:   Owner-occupied housing units -- (Margin of Error)
B25107e10,Median value -- Built 1939 or earlier:   Owner-occupied housing units -- (Estimate)
B25107m10,Median value -- Built 1939 or earlier:   Owner-occupied housing units -- (Margin of Error)
B25108e1,Aggregate value (dollars):   Owner-occupied housing units -- (Estimate)
B25108m1,Aggregate value (dollars):   Owner-occupied housing units -- (Margin of Error)
B25108e2,Aggregate value (dollars):  Built 2010 or later:   Owner-occupied housing units -- (Estimate)
B25108m2,Aggregate value (dollars):  Built 2010 or later:   Owner-occupied housing units -- (Margin of Error)
B25108e3,Aggregate value (dollars):  Built 2000 to 2009:   Owner-occupied housing units -- (Estimate)
B25108m3,Aggregate value (dollars):  Built 2000 to 2009:   Owner-occupied housing units -- (Margin of Error)
B25108e4,Aggregate value (dollars):  Built 1990 to 1999:   Owner-occupied housing units -- (Estimate)
B25108m4,Aggregate value (dollars):  Built 1990 to 1999:   Owner-occupied housing units -- (Margin of Error)
B25108e5,Aggregate value (dollars):  Built 1980 to 1989:   Owner-occupied housing units -- (Estimate)
B25108m5,Aggregate value (dollars):  Built 1980 to 1989:   Owner-occupied housing units -- (Margin of Error)
B25108e6,Aggregate value (dollars):  Built 1970 to 1979:   Owner-occupied housing units -- (Estimate)
B25108m6,Aggregate value (dollars):  Built 1970 to 1979:   Owner-occupied housing units -- (Margin of Error)
B25108e7,Aggregate value (dollars):  Built 1960 to 1969:   Owner-occupied housing units -- (Estimate)
B25108m7,Aggregate value (dollars):  Built 1960 to 1969:   Owner-occupied housing units -- (Margin of Error)
B25108e8,Aggregate value (dollars):  Built 1950 to 1959:   Owner-occupied housing units -- (Estimate)
B25108m8,Aggregate value (dollars):  Built 1950 to 1959:   Owner-occupied housing units -- (Margin of Error)
B25108e9,Aggregate value (dollars):  Built 1940 to 1949:   Owner-occupied housing units -- (Estimate)
B25108m9,Aggregate value (dollars):  Built 1940 to 1949:   Owner-occupied housing units -- (Margin of Error)
B25108e10,Aggregate value (dollars):  Built 1939 or earlier:   Owner-occupied housing units -- (Estimate)
B25108m10,Aggregate value (dollars):  Built 1939 or earlier:   Owner-occupied housing units -- (Margin of Error)
B25109e1,Median value -- Total:   Owner-occupied housing units -- (Estimate)
B25109m1,Median value -- Total:   Owner-occupied housing units -- (Margin of Error)
B25109e2,Median value -- Moved in 2010 or later:   Owner-occupied housing units -- (Estimate)
B25109m2,Median value -- Moved in 2010 or later:   Owner-occupied housing units -- (Margin of Error)
B25109e3,Median value -- Moved in 2000 to 2009:   Owner-occupied housing units -- (Estimate)
B25109m3,Median value -- Moved in 2000 to 2009:   Owner-occupied housing units -- (Margin of Error)
B25109e4,Median value -- Moved in 1990 to 1999:   Owner-occupied housing units -- (Estimate)
B25109m4,Median value -- Moved in 1990 to 1999:   Owner-occupied housing units -- (Margin of Error)
B25109e5,Median value -- Moved in 1980 to 1989:   Owner-occupied housing units -- (Estimate)
B25109m5,Median value -- Moved in 1980 to 1989:   Owner-occupied housing units -- (Margin of Error)
B25109e6,Median value -- Moved in 1970 to 1979:   Owner-occupied housing units -- (Estimate)
B25109m6,Median value -- Moved in 1970 to 1979:   Owner-occupied housing units -- (Margin of Error)
B25109e7,Median value -- Moved in 1969 or earlier:   Owner-occupied housing units -- (Estimate)
B25109m7,Median value -- Moved in 1969 or earlier:   Owner-occupied housing units -- (Margin of Error)
B25110e1,Aggregate value (dollars):   Owner-occupied housing units -- (Estimate)
B25110m1,Aggregate value (dollars):   Owner-occupied housing units -- (Margin of Error)
B25110e2,Aggregate value (dollars):  Moved in 2010 or later:   Owner-occupied housing units -- (Estimate)
B25110m2,Aggregate value (dollars):  Moved in 2010 or later:   Owner-occupied housing units -- (Margin of Error)
B25110e3,Aggregate value (dollars):  Moved in 2000 to 2009:   Owner-occupied housing units -- (Estimate)
B25110m3,Aggregate value (dollars):  Moved in 2000 to 2009:   Owner-occupied housing units -- (Margin of Error)
B25110e4,Aggregate value (dollars):  Moved in 1990 to 1999:   Owner-occupied housing units -- (Estimate)
B25110m4,Aggregate value (dollars):  Moved in 1990 to 1999:   Owner-occupied housing units -- (Margin of Error)
B25110e5,Aggregate value (dollars):  Moved in 1980 to 1989:   Owner-occupied housing units -- (Estimate)
B25110m5,Aggregate value (dollars):  Moved in 1980 to 1989:   Owner-occupied housing units -- (Margin of Error)
B25110e6,Aggregate value (dollars):  Moved in 1970 to 1979:   Owner-occupied housing units -- (Estimate)
B25110m6,Aggregate value (dollars):  Moved in 1970 to 1979:   Owner-occupied housing units -- (Margin of Error)
B25110e7,Aggregate value (dollars):  Moved in 1969 or earlier:   Owner-occupied housing units -- (Estimate)
B25110m7,Aggregate value (dollars):  Moved in 1969 or earlier:   Owner-occupied housing units -- (Margin of Error)
B25111e1,Median gross rent -- Total:  Renter-occupied housing units paying cash rent -- (Estimate)
B25111m1,Median gross rent -- Total:  Renter-occupied housing units paying cash rent -- (Margin of Error)
B25111e2,Median gross rent -- Built 2010 or later:  Renter-occupied housing units paying cash rent -- (Estimate)
B25111m2,Median gross rent -- Built 2010 or later:  Renter-occupied housing units paying cash rent -- (Margin of Error)
B25111e3,Median gross rent -- Built 2000 to 2009:  Renter-occupied housing units paying cash rent -- (Estimate)
B25111m3,Median gross rent -- Built 2000 to 2009:  Renter-occupied housing units paying cash rent -- (Margin of Error)
B25111e4,Median gross rent -- Built 1990 to 1999:  Renter-occupied housing units paying cash rent -- (Estimate)
B25111m4,Median gross rent -- Built 1990 to 1999:  Renter-occupied housing units paying cash rent -- (Margin of Error)
B25111e5,Median gross rent -- Built 1980 to 1989:  Renter-occupied housing units paying cash rent -- (Estimate)
B25111m5,Median gross rent -- Built 1980 to 1989:  Renter-occupied housing units paying cash rent -- (Margin of Error)
B25111e6,Median gross rent -- Built 1970 to 1979:  Renter-occupied housing units paying cash rent -- (Estimate)
B25111m6,Median gross rent -- Built 1970 to 1979:  Renter-occupied housing units paying cash rent -- (Margin of Error)
B25111e7,Median gross rent -- Built 1960 to 1969:  Renter-occupied housing units paying cash rent -- (Estimate)
B25111m7,Median gross rent -- Built 1960 to 1969:  Renter-occupied housing units paying cash rent -- (Margin of Error)
B25111e8,Median gross rent -- Built 1950 to 1959:  Renter-occupied housing units paying cash rent -- (Estimate)
B25111m8,Median gross rent -- Built 1950 to 1959:  Renter-occupied housing units paying cash rent -- (Margin of Error)
B25111e9,Median gross rent -- Built 1940 to 1949:  Renter-occupied housing units paying cash rent -- (Estimate)
B25111m9,Median gross rent -- Built 1940 to 1949:  Renter-occupied housing units paying cash rent -- (Margin of Error)
B25111e10,Median gross rent -- Built 1939 or earlier:  Renter-occupied housing units paying cash rent -- (Estimate)
B25111m10,Median gross rent -- Built 1939 or earlier:  Renter-occupied housing units paying cash rent -- (Margin of Error)
B25112e1,Aggregate gross rent (dollars):   Renter-occupied housing units -- (Estimate)
B25112m1,Aggregate gross rent (dollars):   Renter-occupied housing units -- (Margin of Error)
B25112e2,Aggregate gross rent (dollars):  Built 2010 or later:   Renter-occupied housing units -- (Estimate)
B25112m2,Aggregate gross rent (dollars):  Built 2010 or later:   Renter-occupied housing units -- (Margin of Error)
B25112e3,Aggregate gross rent (dollars):  Built 2000 to 2009:   Renter-occupied housing units -- (Estimate)
B25112m3,Aggregate gross rent (dollars):  Built 2000 to 2009:   Renter-occupied housing units -- (Margin of Error)
B25112e4,Aggregate gross rent (dollars):  Built 1990 to 1999:   Renter-occupied housing units -- (Estimate)
B25112m4,Aggregate gross rent (dollars):  Built 1990 to 1999:   Renter-occupied housing units -- (Margin of Error)
B25112e5,Aggregate gross rent (dollars):  Built 1980 to 1989:   Renter-occupied housing units -- (Estimate)
B25112m5,Aggregate gross rent (dollars):  Built 1980 to 1989:   Renter-occupied housing units -- (Margin of Error)
B25112e6,Aggregate gross rent (dollars):  Built 1970 to 1979:   Renter-occupied housing units -- (Estimate)
B25112m6,Aggregate gross rent (dollars):  Built 1970 to 1979:   Renter-occupied housing units -- (Margin of Error)
B25112e7,Aggregate gross rent (dollars):  Built 1960 to 1969:   Renter-occupied housing units -- (Estimate)
B25112m7,Aggregate gross rent (dollars):  Built 1960 to 1969:   Renter-occupied housing units -- (Margin of Error)
B25112e8,Aggregate gross rent (dollars):  Built 1950 to 1959:   Renter-occupied housing units -- (Estimate)
B25112m8,Aggregate gross rent (dollars):  Built 1950 to 1959:   Renter-occupied housing units -- (Margin of Error)
B25112e9,Aggregate gross rent (dollars):  Built 1940 to 1949:   Renter-occupied housing units -- (Estimate)
B25112m9,Aggregate gross rent (dollars):  Built 1940 to 1949:   Renter-occupied housing units -- (Margin of Error)
B25112e10,Aggregate gross rent (dollars):  Built 1939 or earlier:   Renter-occupied housing units -- (Estimate)
B25112m10,Aggregate gross rent (dollars):  Built 1939 or earlier:   Renter-occupied housing units -- (Margin of Error)
B25113e1,Median gross rent -- Total:  Renter-occupied housing units paying cash rent -- (Estimate)
B25113m1,Median gross rent -- Total:  Renter-occupied housing units paying cash rent -- (Margin of Error)
B25113e2,Median gross rent -- Moved in 2010 or later:  Renter-occupied housing units paying cash rent -- (Estimate)
B25113m2,Median gross rent -- Moved in 2010 or later:  Renter-occupied housing units paying cash rent -- (Margin of Error)
B25113e3,Median gross rent -- Moved in 2000 to 2009:  Renter-occupied housing units paying cash rent -- (Estimate)
B25113m3,Median gross rent -- Moved in 2000 to 2009:  Renter-occupied housing units paying cash rent -- (Margin of Error)
B25113e4,Median gross rent -- Moved in 1990 to 1999:  Renter-occupied housing units paying cash rent -- (Estimate)
B25113m4,Median gross rent -- Moved in 1990 to 1999:  Renter-occupied housing units paying cash rent -- (Margin of Error)
B25113e5,Median gross rent -- Moved in 1980 to 1989:  Renter-occupied housing units paying cash rent -- (Estimate)
B25113m5,Median gross rent -- Moved in 1980 to 1989:  Renter-occupied housing units paying cash rent -- (Margin of Error)
B25113e6,Median gross rent -- Moved in 1970 to 1979:  Renter-occupied housing units paying cash rent -- (Estimate)
B25113m6,Median gross rent -- Moved in 1970 to 1979:  Renter-occupied housing units paying cash rent -- (Margin of Error)
B25113e7,Median gross rent -- Moved in 1969 or earlier:  Renter-occupied housing units paying cash rent -- (Estimate)
B25113m7,Median gross rent -- Moved in 1969 or earlier:  Renter-occupied housing units paying cash rent -- (Margin of Error)
B25114e1,Aggregate gross rent:   Renter-occupied housing units -- (Estimate)
B25114m1,Aggregate gross rent:   Renter-occupied housing units -- (Margin of Error)
B25114e2,Aggregate gross rent:  Moved in 2010 or later:   Renter-occupied housing units -- (Estimate)
B25114m2,Aggregate gross rent:  Moved in 2010 or later:   Renter-occupied housing units -- (Margin of Error)
B25114e3,Aggregate gross rent:  Moved in 2000 to 2009:   Renter-occupied housing units -- (Estimate)
B25114m3,Aggregate gross rent:  Moved in 2000 to 2009:   Renter-occupied housing units -- (Margin of Error)
B25114e4,Aggregate gross rent:  Moved in 1990 to 1999:   Renter-occupied housing units -- (Estimate)
B25114m4,Aggregate gross rent:  Moved in 1990 to 1999:   Renter-occupied housing units -- (Margin of Error)
B25114e5,Aggregate gross rent:  Moved in 1980 to 1989:   Renter-occupied housing units -- (Estimate)
B25114m5,Aggregate gross rent:  Moved in 1980 to 1989:   Renter-occupied housing units -- (Margin of Error)
B25114e6,Aggregate gross rent:  Moved in 1970 to 1979:   Renter-occupied housing units -- (Estimate)
B25114m6,Aggregate gross rent:  Moved in 1970 to 1979:   Renter-occupied housing units -- (Margin of Error)
B25114e7,Aggregate gross rent:  Moved in 1969 or earlier:   Renter-occupied housing units -- (Estimate)
B25114m7,Aggregate gross rent:  Moved in 1969 or earlier:   Renter-occupied housing units -- (Margin of Error)
B25115e1,Total:   Occupied housing units -- (Estimate)
B25115m1,Total:   Occupied housing units -- (Margin of Error)
B25115e2,Owner occupied:   Occupied housing units -- (Estimate)
B25115m2,Owner occupied:   Occupied housing units -- (Margin of Error)
B25115e3,Owner occupied:  Family households:   Occupied housing units -- (Estimate)
B25115m3,Owner occupied:  Family households:   Occupied housing units -- (Margin of Error)
B25115e4,Owner occupied:  Family households:  Married-couple family:   Occupied housing units -- (Estimate)
B25115m4,Owner occupied:  Family households:  Married-couple family:   Occupied housing units -- (Margin of Error)
B25115e5,Owner occupied:  Family households:  Married-couple family:  With own children under 18 years:   Occupied housing units -- (Estimate)
B25115m5,Owner occupied:  Family households:  Married-couple family:  With own children under 18 years:   Occupied housing units -- (Margin of Error)
B25115e6,Owner occupied:  Family households:  Married-couple family:  No own children under 18 years:   Occupied housing units -- (Estimate)
B25115m6,Owner occupied:  Family households:  Married-couple family:  No own children under 18 years:   Occupied housing units -- (Margin of Error)
B25115e7,Owner occupied:  Family households:  Other family:   Occupied housing units -- (Estimate)
B25115m7,Owner occupied:  Family households:  Other family:   Occupied housing units -- (Margin of Error)
B25115e8,"Owner occupied:  Family households:  Other family:  Male householder, no wife present:   Occupied housing units -- (Estimate)"
B25115m8,"Owner occupied:  Family households:  Other family:  Male householder, no wife present:   Occupied housing units -- (Margin of Error)"
B25115e9,"Owner occupied:  Family households:  Other family:  Male householder, no wife present:  With own children under 18 years:   Occupied housing units -- (Estimate)"
B25115m9,"Owner occupied:  Family households:  Other family:  Male householder, no wife present:  With own children under 18 years:   Occupied housing units -- (Margin of Error)"
B25115e10,"Owner occupied:  Family households:  Other family:  Male householder, no wife present:  No own children under 18 years:   Occupied housing units -- (Estimate)"
B25115m10,"Owner occupied:  Family households:  Other family:  Male householder, no wife present:  No own children under 18 years:   Occupied housing units -- (Margin of Error)"
B25115e11,"Owner occupied:  Family households:  Other family:  Female householder, no husband present:   Occupied housing units -- (Estimate)"
B25115m11,"Owner occupied:  Family households:  Other family:  Female householder, no husband present:   Occupied housing units -- (Margin of Error)"
B25115e12,"Owner occupied:  Family households:  Other family:  Female householder, no husband present:  With own children under 18 years:   Occupied housing units -- (Estimate)"
B25115m12,"Owner occupied:  Family households:  Other family:  Female householder, no husband present:  With own children under 18 years:   Occupied housing units -- (Margin of Error)"
B25115e13,"Owner occupied:  Family households:  Other family:  Female householder, no husband present:  No own children under 18 years:   Occupied housing units -- (Estimate)"
B25115m13,"Owner occupied:  Family households:  Other family:  Female householder, no husband present:  No own children under 18 years:   Occupied housing units -- (Margin of Error)"
B25115e14,Owner occupied:  Nonfamily households:   Occupied housing units -- (Estimate)
B25115m14,Owner occupied:  Nonfamily households:   Occupied housing units -- (Margin of Error)
B25115e15,Renter occupied:   Occupied housing units -- (Estimate)
B25115m15,Renter occupied:   Occupied housing units -- (Margin of Error)
B25115e16,Renter occupied:  Family households:   Occupied housing units -- (Estimate)
B25115m16,Renter occupied:  Family households:   Occupied housing units -- (Margin of Error)
B25115e17,Renter occupied:  Family households:  Married-couple family:   Occupied housing units -- (Estimate)
B25115m17,Renter occupied:  Family households:  Married-couple family:   Occupied housing units -- (Margin of Error)
B25115e18,Renter occupied:  Family households:  Married-couple family:  With own children under 18 years:   Occupied housing units -- (Estimate)
B25115m18,Renter occupied:  Family households:  Married-couple family:  With own children under 18 years:   Occupied housing units -- (Margin of Error)
B25115e19,Renter occupied:  Family households:  Married-couple family:  No own children under 18 years:   Occupied housing units -- (Estimate)
B25115m19,Renter occupied:  Family households:  Married-couple family:  No own children under 18 years:   Occupied housing units -- (Margin of Error)
B25115e20,Renter occupied:  Family households:  Other family:   Occupied housing units -- (Estimate)
B25115m20,Renter occupied:  Family households:  Other family:   Occupied housing units -- (Margin of Error)
B25115e21,"Renter occupied:  Family households:  Other family:  Male householder, no wife present:   Occupied housing units -- (Estimate)"
B25115m21,"Renter occupied:  Family households:  Other family:  Male householder, no wife present:   Occupied housing units -- (Margin of Error)"
